name,school,nces_id,district,category,posting_type,salary_link,city,address,zip,grades,school_type,student_count,school_type2,county,salary,fips
*REPOST* Middle School Math-Meadowview Middle School,Meadowview Middle School,470000101934,Hamblen County,Mathematics,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,1623 Meadowview Ln,37814,"['6', '7', '8']",Public,627.0,['Middle'],Hamblen,56105,47063
High School CTE Marketing Teacher for 2025-2026,Houston High School,470015102001,Germantown,Business & Marketing,School,https://drive.google.com/file/d/1VGAmY9_ApqcBH89FqSksY-BaNsCS5vkD/view,Germantown,9755 Wolf River Blvd,38139,"['10', '11', '12', '9']",Public,1938.0,['High'],Shelby,63317,47157
High School CTE Business Teacher for 2025-2026,Houston High School,470015102001,Germantown,Career and Technical Education,School,https://drive.google.com/file/d/1VGAmY9_ApqcBH89FqSksY-BaNsCS5vkD/view,Germantown,9755 Wolf River Blvd,38139,"['10', '11', '12', '9']",Public,1938.0,['High'],Shelby,63317,47157
Special Education Teacher (Specialized Instruction) for 2025-2026,Houston High School,470015102001,Germantown,Special Education (Comprehensive),School,https://drive.google.com/file/d/1VGAmY9_ApqcBH89FqSksY-BaNsCS5vkD/view,Germantown,9755 Wolf River Blvd,38139,"['10', '11', '12', '9']",Public,1938.0,['High'],Shelby,63317,47157
Learning Readiness Special Education Teacher (K-12),,,Germantown,Special Education (Comprehensive),District,https://drive.google.com/file/d/1VGAmY9_ApqcBH89FqSksY-BaNsCS5vkD/view,,,,,,,,Shelby,63317,47157
Teacher - English - (2025-2026) (9th - 12th Grade) -Certified Employee Application (Teacher) - Cascade High School,Cascade High School,470018000034,Bedford County,Language Arts,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Wartrace,1165 Bell Bckle/Wartrace,37183,"['10', '11', '12', '9']",Public,545.0,['High'],Bedford,59579,47003
Teacher - P.E. - (9th - 12th Grade) (2025/2026) -Certified Employee Application (Teacher) - Cascade High School,Cascade High School,470018000034,Bedford County,Health & Physical Education,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Wartrace,1165 Bell Bckle/Wartrace,37183,"['10', '11', '12', '9']",Public,545.0,['High'],Bedford,59579,47003
Teacher - Spanish- (9th - 12th Grade) (2025/2026) -Certified Employee Application (Teacher) - Cascade High School,Cascade High School,470018000034,Bedford County,Foreign Language: Spanish,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Wartrace,1165 Bell Bckle/Wartrace,37183,"['10', '11', '12', '9']",Public,545.0,['High'],Bedford,59579,47003
Teacher - ACT Prep - (2025-2026) (9th - 12th Grade) -Certified Employee Application (Teacher) - Shelbyville Central High School,Shelbyville Central High School,470018000036,Bedford County,Other,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,401 Eagle Blvd,37160,"['10', '11', '12', '9']",Public,1553.0,['High'],Bedford,59579,47003
Teacher - English - (2025-2026) (9th - 12th Grade) -Certified Employee Application (Teacher) - Shelbyville Central High School,Shelbyville Central High School,470018000036,Bedford County,Language Arts,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,401 Eagle Blvd,37160,"['10', '11', '12', '9']",Public,1553.0,['High'],Bedford,59579,47003
Teacher - World History- (9th - 12th Grade) (2025/2026) -Certified Employee Application (Teacher) - Shelbyville Central High School,Shelbyville Central High School,470018000036,Bedford County,Social Studies,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,401 Eagle Blvd,37160,"['10', '11', '12', '9']",Public,1553.0,['High'],Bedford,59579,47003
Teacher - 2nd Grade Interim (8/14/2024 - 5/29/2025) - Certified Employee Application (Teacher) - Thomas Magnet,Thomas Magnet School,470018000041,Bedford County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,515 Tate Avenue,37160,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,449.0,"['Elementary', 'Middle']",Bedford,59579,47003
Teacher - ELA/Social Studies - (4th Grade) Interim 2/3/25 to 5/9/25- Certified Employee Application (Teacher) - Community Elementary School,Community Elementary School,470018000582,Bedford County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Unionville,3480 Highway 41a,37180,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,663.0,['Elementary'],Bedford,59579,47003
Middle Grades Math Teacher,Bledsoe County Middle School,470027001035,Bledsoe County,Mathematics,School,https://drive.google.com/file/d/1QXKjC54z-ASDzZIyQvAjx2xCd6L8IQf5/view,Pikeville,857 Main St,37367,"['6', '7', '8']",Public,378.0,['Middle'],Bledsoe,53599,47007
Elementary Teacher Systemwide,,,Blount County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,,,,,,,,Blount,57115,47009
High School Teacher,,,Blount County,Other,District,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,,,,,,,,Blount,57115,47009
Elementary Art Teacher (2025-2026),,,Coffee County,Visual Arts,District,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,,,,,,,,Coffee,56686,47031
Elementary Music Teacher (2025-2026),New Union Elementary,470078000291,Coffee County,Music: Instrumental/general,School,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,Manchester,3320 Woodbury Hw,37355,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,316.0,['Elementary'],Coffee,56686,47031
High School English Teacher,Crockett County High School,470085001897,Crockett County,Language Arts,School,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,Alamo,2014 Highway 88,38001,"['10', '11', '12', '9']",Public,888.0,['High'],Crockett,49559,47033
Manufacturing Technology Teacher,Crockett County High School,470085001897,Crockett County,Career and Technical Education,School,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,Alamo,2014 Highway 88,38001,"['10', '11', '12', '9']",Public,888.0,['High'],Crockett,49559,47033
Future Grades 9-12 Certified Teacher,,,Crockett County,Other,District,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,,,,,,,,Crockett,49559,47033
High School History Teacher,Crockett County High School,470085001897,Crockett County,Social Studies,School,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,Alamo,2014 Highway 88,38001,"['10', '11', '12', '9']",Public,888.0,['High'],Crockett,49559,47033
Junior High Teacher -  2025-2026 School Year,,,Fayette County Public Schools,Other,District,https://drive.google.com/file/d/1R38qhWNLPj8czX0MnTbJ8BtbynxJwEoJ/view,,,,,,,,Fayette,53013,47047
Junior High Teacher - Math,,,Fayette County Public Schools,Mathematics,District,https://drive.google.com/file/d/1R38qhWNLPj8czX0MnTbJ8BtbynxJwEoJ/view,,,,,,,,Fayette,53013,47047
Librarian - Junior High School,,,Fayette County Public Schools,Library & Media,District,https://drive.google.com/file/d/1R38qhWNLPj8czX0MnTbJ8BtbynxJwEoJ/view,,,,,,,,Fayette,53013,47047
Special Education Teacher Self-Contained - Junior High School,,,Fayette County Public Schools,Special Education (Comprehensive),District,https://drive.google.com/file/d/1R38qhWNLPj8czX0MnTbJ8BtbynxJwEoJ/view,,,,,,,,Fayette,53013,47047
High school Fine Arts Teacher (9-12): 2025/2026 School Year,,,Grundy County,Visual Arts,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
High school English Teacher (9-12): 2025/2026 School Year,,,Grundy County,Language Arts,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
Science Teacher 9-12,,,Grundy County,Science,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
High school Science Teacher (9-12): 2025/2026 School Year,,,Grundy County,Science,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
7th and 8th grade Teacher (POOL POSTING),Haywood Middle School,470177001952,Haywood County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,Brownsville,1201 Haralson,38037,"['7', '8']",Public,365.0,['Middle'],Haywood,50750,47075
Special Education Teacher - 7th grade Inclusion,Haywood Middle School,470177001952,Haywood County,Special Education (General),School,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,Brownsville,1201 Haralson,38037,"['7', '8']",Public,365.0,['Middle'],Haywood,50750,47075
2025-2026 Certified 7th Grade Social Studies Teacher at Rush Strong School,Rush Strong Elementary,470210000685,Jefferson County,Social Studies,School,,Strawberry Plains,3081 W Old Andrew Johnson Hwy,37871,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,492.0,"['Elementary', 'Middle']",Jefferson,52850,47089
TEACHER - SPED - CDC TEACHER,,,Johnson City,Special Education (Comprehensive),District,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,,,,,,,,Washington,68710,47179
INSTRUCTOR - CTE COSMETOLOGY,,,Johnson City,Career and Technical Education,District,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,,,,,,,,Washington,68710,47179
TEACHER - ELEMENTARY CLASSROOM TEACHER,,,Johnson City,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,,,,,,,,Washington,68710,47179
TEACHER - PRE K TEACHER,,,Johnson City,Early Childhood,District,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,,,,,,,,Washington,68710,47179
TEACHER - Secondary Math,,,Johnson City,Mathematics,District,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,,,,,,,,Washington,68710,47179
TEACHER - MIDDLE GRADES ELA,,,Johnson City,Language Arts,District,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,,,,,,,,Washington,68710,47179
SPECIAL EDUCATION TEACHER - VISUALLY IMPAIRED TEACHER,Lake Ridge Elementary,470213000991,Johnson City,Special Education (General),School,https://drive.google.com/file/d/1Vb9tKZhORpB-JHjgf6FNjfc0myxumGwR/view,Johnson City,1001 Lake Ridge Square,37601,"['1', '2', '3', '4', '5', 'KG']",Public,627.0,['Elementary'],Washington,68710,47179
PE Teacher,Sam Houston Elementary,470237000866,Lebanon,Health & Physical Education,School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,207 Oakdale Dr,37087,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,650.0,['Elementary'],Wilson,62479,47189
Teacher (Multiple Positions Available),Sam Houston Elementary,470237000866,Lebanon,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,207 Oakdale Dr,37087,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,650.0,['Elementary'],Wilson,62479,47189
Special Education Teacher (CDC),Coles Ferry Elementary,470237001998,Lebanon,Special Education (Comprehensive),School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,511 Coles Ferry Pike,37087,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,563.0,['Elementary'],Wilson,62479,47189
Middle School Teacher/Coach,Winfree Bryant Middle School,470237002283,Lebanon,Other,School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,1213 Leeville Pike,37087,"['6', '7', '8']",Public,597.0,['Middle'],Wilson,62479,47189
Pre-Kindergarten Teacher,Jones Brummett Elementary School,470237002687,Lebanon,Early Childhood,School,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,Lebanon,1530 Hartmann Dr,37087,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,634.0,['Elementary'],Wilson,62479,47189
Central Elementary School PE Teacher for the 25-26 SY,Central Elementary,470255000906,Macon County,Health & Physical Education,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Lafayette,905 Sycamore St,37083,"['2', '3']",Public,450.0,['Elementary'],Macon,52172,47111
Macon County Junior High School 7th Grade ELA Teacher for the 25-26 SY,Macon County Junior High School,470255000910,Macon County,Language Arts,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Lafayette,1003 Hwy 52 By Pass East,37083,"['6', '7', '8']",Public,771.0,['Middle'],Macon,52172,47111
Red Boiling Springs Junior High School  ELA Teacher for the 25-26 SY,Red Boiling Springs School,470255000912,Macon County,Language Arts,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Red Boiling Spg,415 Hillcrest Dr,37150,"['10', '11', '12', '6', '7', '8', '9']",Public,334.0,"['Middle', 'High']",Macon,52172,47111
MRIS 5th Grade Mathematics Teaching Position,Montgomery Ridge Intermediate School,470270001242,Maryville,Mathematics,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']",Blount,66653,47009
MRIS 5th Grade English Language Arts Teaching Position,Montgomery Ridge Intermediate School,470270001242,Maryville,Language Arts,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']",Blount,66653,47009
MRIS 4th Grade Mathematics Teaching Position,Montgomery Ridge Intermediate School,470270001242,Maryville,Mathematics,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']",Blount,66653,47009
"MRIS Band Position, Grades 4-7",Montgomery Ridge Intermediate School,470270001242,Maryville,Music: Instrumental/general,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']",Blount,66653,47009
25/26 School Year: Title I Facilitator,Highland Park Elementary,470276000970,Maury County,Reading/Literacy,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,1606 Highland Ave,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,291.0,['Elementary'],Maury,59281,47119
25/26 School Year: Interim Elementary School Teacher,J E Woody Elementary,470276000976,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Mt Pleasant,600 North Locust St,38474,"['1', '2', '3', '4', 'KG', 'PK']",Public,550.0,['Elementary'],Maury,59281,47119
25/26 School Year: Special Education Teacher (CDC),Spring Hill Elementary,470276000980,Maury County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,5359 S Main St,37174,"['1', '2', '3', '4', 'KG', 'PK']",Public,428.0,['Elementary'],Maury,59281,47119
TEACHER - CHEMISTRY,Milan High School,470297001189,Milan,Science,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High'],Gibson,54193,47053
TEACHER - ENGLISH,Milan High School,470297001189,Milan,Language Arts,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High'],Gibson,54193,47053
TEACHER - MHS Teacher,Milan High School,470297001189,Milan,Other,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High'],Gibson,54193,47053
TEACHER - MATH,Milan High School,470297001189,Milan,Mathematics,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High'],Gibson,54193,47053
High School Teacher- All 7-12 Endorsements considered,Central High School,470309001227,Morgan County,Language Arts,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High'],Morgan,51381,47129
HS Mathematics Teacher,Central High School,470309001227,Morgan County,Mathematics,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High'],Morgan,51381,47129
High School Girls Basketball Coach/Full-Time High School Teacher- All endorsements considered,Central High School,470309001227,Morgan County,Language Arts,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High'],Morgan,51381,47129
HS Foreign Language Teacher- French,Central High School,470309001227,Morgan County,Foreign Language: French,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High'],Morgan,51381,47129
SPED Integrated Pre-K Teacher at Erma Siegel,Erma Siegel Elementary,470315000966,Murfreesboro,Special Education (Comprehensive),School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,135 W Thompson Ln,37129,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,847.0,['Elementary'],Rutherford,67432,47149
4th Grade Teacher at Overall Creek (25-26),Overall Creek Elementary,470315002426,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,429 Otter TRL,37128,"['1', '2', '3', '4', '5', '6', 'KG']",Public,964.0,['Elementary'],Rutherford,67432,47149
5th Grade Teacher at Overall Creek 25-26),Overall Creek Elementary,470315002426,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,429 Otter TRL,37128,"['1', '2', '3', '4', '5', '6', 'KG']",Public,964.0,['Elementary'],Rutherford,67432,47149
4th Grade ELA Teacher at Salem (25-26),Salem Elementary School,470315002591,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,3275 St. Bernard Dr,37128,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,968.0,['Elementary'],Rutherford,67432,47149
Teacher PreK Blended (2025-2026) - (25002028),,,Metro Nashville Public Schools,Early Childhood,District,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,,,,,,,,Davidson,70137,47037
Teacher PreK (2025-2026) - (25001834),Ross Early Learning Center,470318002386,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,601 McFerrin Ave,37206,['PK'],Public,230.0,[],Davidson,70137,47037
Teacher PreK Blended Pool 2024-25 - (24006448),,,Metro Nashville Public Schools,Early Childhood,District,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,,,,,,,,Davidson,70137,47037
Teacher PreK (2025-2026) - (25001641),Cambridge Early Learning Center,470318002558,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,2325 Hickory Highlands Drive,37013,['PK'],Public,132.0,[],Davidson,70137,47037
ELEMENTARY TEACHERS - SPED RESOURCE TEACHER,,,Putnam County,Special Education (General),District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,,Putnam,49436,47141
SECONDARY TEACHERS - JUNIOR ROTC,Cookeville High School,470348001457,Putnam County,Career and Technical Education,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Cookeville,1 Cavalier Dr,38501,"['10', '11', '12', '9']",Public,2199.0,['High'],Putnam,49436,47141
Teacher at Ridge View Elementary (25-26 School Year),Ridge View Elementary,470359001485,Roane County,Elementary/Multiple Subjects,School,https://www.roaneschools.com/page/salary-tables,Rockwood,625 Pumphouse Rd,37854,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,594.0,['Elementary'],Roane,59650,47145
Pre-K Teacher (Mid-East Community Action Agency),,,Roane County,Early Childhood,District,https://www.roaneschools.com/page/salary-tables,,,,,,,,Roane,59650,47145
Interim 3rd Grade Teacher at Ridge View Elementary (April 28-May 23),Ridge View Elementary,470359001485,Roane County,Elementary/Multiple Subjects,School,https://www.roaneschools.com/page/salary-tables,Rockwood,625 Pumphouse Rd,37854,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,594.0,['Elementary'],Roane,59650,47145
Marketing Teacher at Roane County High (25-26 School Year),Roane County High School,470359001486,Roane County,Business & Marketing,School,https://www.roaneschools.com/page/salary-tables,Kingston,540 W. Cumberland St,37763,"['10', '11', '12', '9']",Public,652.0,['High'],Roane,59650,47145
Biology Teacher at Roane County High,Roane County High School,470359001486,Roane County,Science,School,https://www.roaneschools.com/page/salary-tables,Kingston,540 W. Cumberland St,37763,"['10', '11', '12', '9']",Public,652.0,['High'],Roane,59650,47145
Music Teacher at Rockwood High,Rockwood High School,470359001489,Roane County,Music: Instrumental/general,School,https://www.roaneschools.com/page/salary-tables,Rockwood,512 West Rockwood St,37854,"['10', '11', '12', '9']",Public,350.0,['High'],Roane,59650,47145
Art Teacher at Rockwood High (25-26 School Year),Rockwood High School,470359001489,Roane County,Visual Arts,School,https://www.roaneschools.com/page/salary-tables,Rockwood,512 West Rockwood St,37854,"['10', '11', '12', '9']",Public,350.0,['High'],Roane,59650,47145
2025-2026 Middle Grades Teacher,,,Sequatchie County,Other,District,,,,,,,,,Sequatchie,51379,47153
2025-2026 High School Teacher,,,Sequatchie County,Other,District,,,,,,,,,Sequatchie,51379,47153
"2025-2026 school year, Exceptional Learning Teacher SPED Middle Grades",Sequatchie County Middle School,470375001546,Sequatchie County,Special Education (Comprehensive),School,,Dunlap,7079 State Route 28,37327,"['5', '6', '7', '8']",Public,622.0,['Middle'],Sequatchie,51379,47153
"2025-2026 school year, SPED CDC Teacher",,,Sequatchie County,Special Education (Comprehensive),District,,,,,,,,,Sequatchie,51379,47153
CERT- ELEMENTARY SCHOOL TEACHER- 2ND GRADE 2025-2026 SY,Nannie Berry Elementary,470402001668,Sumner County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,138 Indian Lake Rd,37075,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,507.0,['Elementary'],Sumner,58827,47165
CERT- MIDDLE SCHOOL TEACHER- 8TH GRADE SCIENCE 2025-2026 SY,Rucker Stewart Middle,470402001677,Sumner County,Science,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,350 Hancock St,37066,"['6', '7', '8']",Public,661.0,['Middle'],Sumner,58827,47165
CLASS- UNITY INSTRUCTOR 2024-2025 SY,Rucker Stewart Middle,470402001677,Sumner County,Other,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,350 Hancock St,37066,"['6', '7', '8']",Public,661.0,['Middle'],Sumner,58827,47165
CERT- ELL TEACHER 2025-2026 SY,Westmoreland Elementary,470402001682,Sumner County,English as a Second Language (ESL),School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Westmoreland,4178 Hawkins Dr,37186,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,525.0,['Elementary'],Sumner,58827,47165
CCERT- SPECIAL EDUCATION TEACHER- RESOURCE 2025-2026 SY,Westmoreland High School,470402001683,Sumner County,Special Education (General),School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Westmoreland,4300 Hawkins Dr,37186,"['10', '11', '12', '9']",Public,526.0,['High'],Sumner,58827,47165
CERT- HIGH SCHOOL TEACHER- TEACHING AS A PROFESSION AND PSYCHOLOGY 2025-2026 SY,Westmoreland High School,470402001683,Sumner County,Other,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Westmoreland,4300 Hawkins Dr,37186,"['10', '11', '12', '9']",Public,526.0,['High'],Sumner,58827,47165
CERT- ELEMENTARY SCHOOL TEACHER- 3RD GRADE 2025-2026 SY,Watt Hardison Elementary,470402001865,Sumner County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Portland,300 Gibson St,37148,"['1', '2', '3', '4', '5', 'KG']",Public,445.0,['Elementary'],Sumner,58827,47165
CERT- HIGH SCHOOL TEACHER- ENGLISH 2025-2026 SY,Beech Sr High School,470402001891,Sumner County,Language Arts,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,3126 Long Hollow Pike,37075,"['10', '11', '12', '9']",Public,1475.0,['High'],Sumner,58827,47165
CERT- INTERIM CTE TEACHER- CRIMINAL JUSTICE 2024-2025 SY,Beech Sr High School,470402001891,Sumner County,Career and Technical Education,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,3126 Long Hollow Pike,37075,"['10', '11', '12', '9']",Public,1475.0,['High'],Sumner,58827,47165
CERT- MIDDLE SCHOOL TEACHER- 8TH GRADE SCIENCE 2025-2026,Liberty Creek Middle School,470402010442,Sumner County,Science,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,200 Wolfpack Way,37066,"['6', '7', '8']",Public,510.0,['Middle'],Sumner,58827,47165
Teacher - Grades 9-12 English/Lang Arts Teacher,Munford High School,470408001700,Tipton County,Language Arts,School,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,Munford,1080 McLaughlin Dr,38058,"['10', '11', '12', '9']",Public,1195.0,['High'],Tipton,57425,47167
TEACHER REG - CTE TEACHER,Tullahoma High School,470420001715,Tullahoma,Career and Technical Education,School,https://drive.google.com/file/d/1Cn9qpHD8fbb50TYoCVqp36ztLe0Bs2lD/view,Tullahoma,927 North Jackson St,37388,"['10', '11', '12', '9']",Public,1137.0,['High'],Coffee,60694,47031
