name,school,nces_id,district,category,posting_type,salary_link,city,address,zip,grades,school_type,student_count,school_type2
TCHR SPECIAL ED MS  SUPPLY 3/24/25 THROUGH 5/23/25,South Doyle Middle School,470222000733,Knox County,Special Education (General),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,3900 Decatur Rd,37920,"['6', '7', '8']",Public,798.0,['Middle']
TUTOR LITERACY ES- PART-TIME 24/25SY,Gibbs Elementary,470222000740,Knox County,Reading/Literacy,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Corryton,7715 Tazewell Pike,37721,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,942.0,['Elementary']
TCHR KINDERGARTEN  SUPPLY 7/31/25 THROUGH 11/7/25,Halls Elementary,470222000742,Knox County,Early Childhood,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,7502 Andersonville Pike,37938,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,745.0,['Elementary']
TCHR ELL  25/26SY,Beaumont Elementary/Magnet,470222000772,Knox County,English as a Second Language (ESL),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,1211 Beaumont Ave,37921,"['1', '2', '3', '4', '5', 'KG']",Public,551.0,['Elementary']
TCHR MUSIC ES  25/26SY,Beaumont Elementary/Magnet,470222000772,Knox County,Music: Instrumental/general,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,1211 Beaumont Ave,37921,"['1', '2', '3', '4', '5', 'KG']",Public,551.0,['Elementary']
TCHR SPED MS  25/26SY,West Valley Middle School,470222001117,Knox County,Special Education (General),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,9118 George Williams Rd,37922,"['6', '7', '8']",Public,1132.0,['Middle']
TCHR RTI MS (PART-TIME) 25/26SY,West Valley Middle School,470222001117,Knox County,Reading/Literacy,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,9118 George Williams Rd,37922,"['6', '7', '8']",Public,1132.0,['Middle']
TCHR ART ES  25/26SY,Amherst Elementary School,470222002065,Knox County,Visual Arts,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,5101 Schaad Rd,37931,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,682.0,['Elementary']
3122 Speech and Language Pathologist,,,Madison County,Special Education (Comprehensive),District,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,,,,,,,
ESL Teacher (POOL),,,Madison County,English as a Second Language (ESL),District,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,,,,,,,
25/26 School Year: Social Studies Teacher,,,Maury County,Social Studies,District,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,,,,,,,
25/26 School Year: Alternative School Elementary Teacher,,,Maury County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,,,,,,,
25/26 School Year: Science and English Language Arts Teacher : 6th Grade,Mt. Pleasant Middle Visual Perform. Arts,470276001473,Maury County,Language Arts,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Mt. Pleasant,410 Gray Ln,38474,"['5', '6', '7', '8']",Public,421.0,['Middle']
25/26 School Year:English Language Arts Teacher : 8th grade,Mt. Pleasant Middle Visual Perform. Arts,470276001473,Maury County,Language Arts,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Mt. Pleasant,410 Gray Ln,38474,"['5', '6', '7', '8']",Public,421.0,['Middle']
Special Education Teacher - Comprehensive Development (CDC) at Cason Lane,Cason Lane Academy,470315010374,Murfreesboro,Special Education (Comprehensive),School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,1330 Cason Ln,37128,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,795.0,['Elementary']
3rd Grade Teacher Cason Lane (25-26),Cason Lane Academy,470315010374,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,1330 Cason Ln,37128,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,795.0,['Elementary']
SPED Integrated Pre-K Teacher (25/26),,,Murfreesboro,Special Education (Comprehensive),District,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,,,,,,,
FY26 60% Elem Grade 4 Math Teacher,,,Oak Ridge,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/17XJIr4AtljT4Z50kXSvkMh8epmPTCQ2P/view,,,,,,,
SECONDARY TEACHER - SECONDARY TEACHER,,,Putnam County,Other,District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,
SECONDARY TEACHERS - SPANISH TEACHER,Monterey High School,470348001454,Putnam County,Foreign Language: Spanish,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Monterey,710 East Commercial Ave,38574,"['10', '11', '12', '7', '8', '9']",Public,572.0,"['Middle', 'High']"
SECONDARY TEACHER - GRADE 9-12 SOCIAL STUDIES TEACHER,Monterey High School,470348001454,Putnam County,Social Studies,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Monterey,710 East Commercial Ave,38574,"['10', '11', '12', '7', '8', '9']",Public,572.0,"['Middle', 'High']"
SECONDARY TEACHERS - GRADE 9-12 MATH TEACHER,Monterey High School,470348001454,Putnam County,Mathematics,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Monterey,710 East Commercial Ave,38574,"['10', '11', '12', '7', '8', '9']",Public,572.0,"['Middle', 'High']"
SYSTEM WIDE  - DEAF/HARD OF HEARING TEACHER,,,Putnam County,Special Education (General),District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,
CERT- INTERIM CTE TEACHER- MARKETING 2024-2025 SY,White House High School,470402001684,Sumner County,Career and Technical Education,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,White House,508 Tyree Springs Rd,37188,"['10', '11', '12', '9']",Public,824.0,['High']
CERT- CTE TEACHER- CULINARY ARTS 2025-2026 SY,White House High School,470402001684,Sumner County,Career and Technical Education,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,White House,508 Tyree Springs Rd,37188,"['10', '11', '12', '9']",Public,824.0,['High']
CERT- PHYSICAL EDUCATION TEACHER 2025-2026 SY,White House High School,470402001684,Sumner County,Health & Physical Education,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,White House,508 Tyree Springs Rd,37188,"['10', '11', '12', '9']",Public,824.0,['High']
CERT- PT READING INTERVENTIONIST 2025-2026 SY,Knox Doss Middle School at Drakes Creek,470402002203,Sumner County,Reading/Literacy,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,1338 Drakes Creek Rd,37075,"['6', '7', '8']",Public,597.0,['Middle']
CERT- INTERIM MIDDLE SCHOOL TEACHER- 8TH GRADE MATH 2024-2025 SY,Knox Doss Middle School at Drakes Creek,470402002203,Sumner County,Mathematics,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,1338 Drakes Creek Rd,37075,"['6', '7', '8']",Public,597.0,['Middle']
CERT- MIDDLE SCHOOL TEACHER- 6TH GRADE SCIENCE 2025-2026 SY,Knox Doss Middle School at Drakes Creek,470402002203,Sumner County,Science,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,1338 Drakes Creek Rd,37075,"['6', '7', '8']",Public,597.0,['Middle']
High School Math Teacher (2025-2026 School Year),David Crockett High School,470438001757,Washington County,Mathematics,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,684 Old State Route 34,37659,"['10', '11', '12', '9']",Public,1181.0,['High']
High School Science Teacher (2025-2026 School Year),David Crockett High School,470438001757,Washington County,Science,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,684 Old State Route 34,37659,"['10', '11', '12', '9']",Public,1181.0,['High']
Physical Education/Driver Education Teacher (2025-2026 School Year),David Crockett High School,470438001757,Washington County,Health & Physical Education,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,684 Old State Route 34,37659,"['10', '11', '12', '9']",Public,1181.0,['High']
High School Librarian,David Crockett High School,470438001757,Washington County,Library & Media,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,684 Old State Route 34,37659,"['10', '11', '12', '9']",Public,1181.0,['High']
Economics/Social Studies Teacher (2025-2026 School Year),David Crockett High School,470438001757,Washington County,Social Studies,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,684 Old State Route 34,37659,"['10', '11', '12', '9']",Public,1181.0,['High']
English/Language Arts,Collierville High School,470014901574,Collierville,Language Arts,School,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,Collierville,11605 E. Shelby Dr,38017,"['10', '11', '12', '9']",Public,2836.0,['High']
German,Collierville High School,470014901574,Collierville,Foreign Language: Other,School,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,Collierville,11605 E. Shelby Dr,38017,"['10', '11', '12', '9']",Public,2836.0,['High']
Health Sciences/Medical Therapeutics Teacher,Collierville High School,470014901574,Collierville,Career and Technical Education,School,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,Collierville,11605 E. Shelby Dr,38017,"['10', '11', '12', '9']",Public,2836.0,['High']
6-8 Math Teacher Pool 2025-2026,Appling Middle School,470015300415,Bartlett,Mathematics,School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,3700 Appling Rd,38133,"['6', '7', '8']",Public,584.0,['Middle']
Middle School SPED CO-Teacher Pool 2025-26,,,Bartlett,Special Education (Comprehensive),District,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,,,,,,,
6-8 Science Teacher Pool 2025-2026,Appling Middle School,470015300415,Bartlett,Science,School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,3700 Appling Rd,38133,"['6', '7', '8']",Public,584.0,['Middle']
6-8 Language Arts Teacher Pool 2025-2026,Appling Middle School,470015300415,Bartlett,Language Arts,School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,3700 Appling Rd,38133,"['6', '7', '8']",Public,584.0,['Middle']
6-8 Social Studies Teacher Pool 2025-2026,Appling Middle School,470015300415,Bartlett,Social Studies,School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,3700 Appling Rd,38133,"['6', '7', '8']",Public,584.0,['Middle']
Librarian,Ellendale Elementary,470015301578,Bartlett,Library & Media,School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,6950 Dawn Hill,38135,"['1', '2', '3', '4', '5', 'KG']",Public,505.0,['Elementary']
SPED Teacher - (Spring 2025)Co-Teacher,Ellendale Elementary,470015301578,Bartlett,Special Education (Comprehensive),School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,6950 Dawn Hill,38135,"['1', '2', '3', '4', '5', 'KG']",Public,505.0,['Elementary']
Elementary SPED Teacher Pool 2025-26,,,Bartlett,Special Education (General),District,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,,,,,,,
Middle School Teacher,,,Blount County,Other,District,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,,,,,,,
High School English Language Arts 2025-2026 School Year,Eagleton College and Career Academy,470030002643,Blount County,Language Arts,School,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,Maryville,2610 Cinema Dr,37804,"['10', '11', '6', '7', '8', '9']",Public,600.0,"['Middle', 'High']"
High School Math Teacher 2025-2026 School Year,Eagleton College and Career Academy,470030002643,Blount County,Mathematics,School,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,Maryville,2610 Cinema Dr,37804,"['10', '11', '6', '7', '8', '9']",Public,600.0,"['Middle', 'High']"
Middle School Math 2025-2026 School Year,,,Blount County,Mathematics,District,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,,,,,,,
Middle School Social Studies Teacher 2025-2026 School Year,Eagleton College and Career Academy,470030002643,Blount County,Social Studies,School,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,Maryville,2610 Cinema Dr,37804,"['10', '11', '6', '7', '8', '9']",Public,600.0,"['Middle', 'High']"
Music Teacher - Interim,Charleston Elementary School,470033000092,Bradley County,Music: Instrumental/general,School,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,Charleston,8797 Hiwassee St,37310,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,341.0,['Elementary']
Special Education Teacher,Hopewell Elementary School,470033000094,Bradley County,Special Education (General),School,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,Cleveland,5350 Freewill Road NW,37312,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,457.0,['Elementary']
Grade 1 Teacher - Interim,North Lee Elementary School,470033000098,Bradley County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,Cleveland,205 Sequoia Dr,37312,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,513.0,['Elementary']
NJROTC Instructor,Cocke Co High School,470075000275,Cocke County,Career and Technical Education,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Newport,216 Hedrick Dr,37821,"['10', '11', '12', '9']",Public,1159.0,['High']
Assistant Band Instructor,Cocke Co High School,470075000275,Cocke County,Music: Instrumental/general,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Newport,216 Hedrick Dr,37821,"['10', '11', '12', '9']",Public,1159.0,['High']
HS EnglishTeacher 9-12,,,Cocke County,Mathematics,District,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,,,,,,,
K-5 Elementary Classroom Teacher,,,Cocke County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,,,,,,,
6-8 Middle School Classroom Teacher,,,Cocke County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,,,,,,,
5/6th grade ELA and Social Studies Teacher,Del Rio Elementary,470075000278,Cocke County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Del Rio,500 South Highway 107,37727,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,92.0,"['Elementary', 'Middle']"
5/6th grade Math and Science Teacher,Del Rio Elementary,470075000278,Cocke County,Mathematics,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Del Rio,500 South Highway 107,37727,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,92.0,"['Elementary', 'Middle']"
7/8 grade ELA and Social Studies Teacher,Del Rio Elementary,470075000278,Cocke County,Language Arts,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Del Rio,500 South Highway 107,37727,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,92.0,"['Elementary', 'Middle']"
Special Education Teacher Self-Contained - Elementary School,,,Fayette County Public Schools,Special Education (Comprehensive),District,https://drive.google.com/file/d/1R38qhWNLPj8czX0MnTbJ8BtbynxJwEoJ/view,,,,,,,
7th/8th Grade Math Teacher (Dyer School) 2025-2026 School Year,,,Gibson Co Sp Dist,Mathematics,District,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,,,,,,,
5th/6th ELA Teacher (Dyer School) 2025-2026 School Year,Dyer Elementary,470140000411,Gibson Co Sp Dist,Language Arts,School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Dyer,322 East College St,38330,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,408.0,"['Elementary', 'Middle']"
5th/6th Grade Science Teacher (Dyer School) 2025-2026 School Year,,,Gibson Co Sp Dist,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,,,,,,,
Business/Computer Science Teacher with Coaching Responsibilities (Gibson County High School) 2025-2026 School Year,Gibson County High School,470140000416,Gibson Co Sp Dist,Career and Technical Education,School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Dyer,130 Trenton Hwy,38330,"['10', '11', '12', '9']",Public,449.0,['High']
History Teacher with Coaching Responsibilities (Gibson County High School) 2025-2026 School Year,Gibson County High School,470140000416,Gibson Co Sp Dist,Social Studies,School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Dyer,130 Trenton Hwy,38330,"['10', '11', '12', '9']",Public,449.0,['High']
High School - English Teacher (Gibson County High School) 2025-2026 School Year,Gibson County High School,470140000416,Gibson Co Sp Dist,Language Arts,School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Dyer,130 Trenton Hwy,38330,"['10', '11', '12', '9']",Public,449.0,['High']
Special Education Teacher (South Gibson County Middle School) 2025-2026 School Year,South Gibson County Middle School,470140001247,Gibson Co Sp Dist,Special Education (General),School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Medina,1300 Middle School St,38355,"['5', '6', '7', '8']",Public,800.0,['Middle']
Middle School Teacher (South Gibson County Middle School),South Gibson County Middle School,470140001247,Gibson Co Sp Dist,Science,School,https://drive.google.com/file/d/1oqqfArsRliH1dIyBJP8brUKHfuoJ_cJ2/view,Medina,1300 Middle School St,38355,"['5', '6', '7', '8']",Public,800.0,['Middle']
2025-2026 Certified Grades 6 - 8 English Language Arts Teacher at Jefferson Middle School,Jefferson Middle School,470210000677,Jefferson County,Language Arts,School,,Jefferson City,361 West Broadway Blvd,37760,"['6', '7', '8']",Public,586.0,['Middle']
2024-2025 INTERIM 7th grade Science Teacher at Jefferson Middle School,Jefferson Middle School,470210000677,Jefferson County,Science,School,,Jefferson City,361 West Broadway Blvd,37760,"['6', '7', '8']",Public,586.0,['Middle']
2025-2026 Special Education Resource Teacher (school and grades TBD),,,Jefferson County,Special Education (General),District,,,,,,,,
TCHR SPECIAL ED MS  INTERIM 1/3/25 THROUGH 5/23/25,Northwest Middle School,470222000797,Knox County,Special Education (General),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,5301 Pleasant Ridge Rd,37912,"['6', '7', '8']",Public,761.0,['Middle']
TCHR MS RELATED ARTS  24/25SY,Northwest Middle School,470222000797,Knox County,Visual Arts,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,5301 Pleasant Ridge Rd,37912,"['6', '7', '8']",Public,761.0,['Middle']
TCHR COMP BEHAVIOR  25/26SY,Ridgedale Alternative School,470222000805,Knox County,Other,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,4600 Ridgedale Rd,37921,"['10', '11', '12', '6', '7', '8', '9']",Public,70.0,"['Middle', 'High']"
TCHR MATH MS  25/26SY,Ridgedale Alternative School,470222000805,Knox County,Mathematics,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,4600 Ridgedale Rd,37921,"['10', '11', '12', '6', '7', '8', '9']",Public,70.0,"['Middle', 'High']"
Red Boiling Springs Elementary School SPED CDC Teacher,Red Boiling Springs Elementary,470255002115,Macon County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Red Boiling Springs,417 Hillcrest Dr,37150,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,350.0,['Elementary']
Red Boiling Springs Elementary School 3rd Grade Teacher,Red Boiling Springs Elementary,470255002115,Macon County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Red Boiling Springs,417 Hillcrest Dr,37150,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,350.0,['Elementary']
Interim Elementary School Teacher for 25/26 School Year,Riverside Elementary,470276000977,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,203 Carter St,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,429.0,['Elementary']
Interim Special Education Teacher  for 25/26 School Year,Riverside Elementary,470276000977,Maury County,Special Education (General),School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,203 Carter St,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,429.0,['Elementary']
25/26 School Year: Elementary School Teacher,R Howell Elementary,470276001118,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,653 Bear Creek Pike,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,645.0,['Elementary']
25/26 School Year: Elementary School Teacher: 4th Grade,Battle Creek Elementary School,470276002596,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,165 Battle Creek Way,37174,"['1', '2', '3', '4', 'KG']",Public,597.0,['Elementary']
Interim Elementary School Teacher,Battle Creek Elementary School,470276002596,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,165 Battle Creek Way,37174,"['1', '2', '3', '4', 'KG']",Public,597.0,['Elementary']
25/26 School Year: Middle School Teacher 5-8th grade Science,Battle Creek Middle School,470276002598,Maury County,Science,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,121 Battle Creek Way,37174,"['5', '6', '7', '8']",Public,677.0,['Middle']
Interim Special Education Teacher,Battle Creek Middle School,470276002598,Maury County,Special Education (General),School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,121 Battle Creek Way,37174,"['5', '6', '7', '8']",Public,677.0,['Middle']
2nd Grade Teacher Mitchell Neilson (25-26),Mitchell-Neilson Elementary,470315001251,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,711 Clark Blvd,37129,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,671.0,['Elementary']
1st Grade Teacher Mitchell Neilson (25-26),Mitchell-Neilson Elementary,470315001251,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,711 Clark Blvd,37129,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,671.0,['Elementary']
Interim 2nd Grade Teacher at John Pittard (04/16/25 - 05/16/25),John Pittard Elementary,470315001253,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,745 DeJarnett Ln,37130,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,821.0,['Elementary']
Special Education Interim Teacher- Resource at John Pittard (04/21/25 - 05/29/25),John Pittard Elementary,470315001253,Murfreesboro,Special Education (General),School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,745 DeJarnett Ln,37130,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,821.0,['Elementary']
CERT- INTERIM ELEMENTARY TEACHER- 3RD GRADE ELA/SS 2024-2025 SY,Station Camp Elementary,470402002155,Sumner County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,1020 Bison Trail,37066,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,['Elementary']
CERT- ELEMENTARY SCHOOL TEACHER- 5TH GRADE MATH/SCI 2025-2026 SY,Station Camp Elementary,470402002155,Sumner County,Mathematics,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,1020 Bison Trail,37066,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,['Elementary']
CERT- ART TEACHER   2025-2026 SY,Station Camp Elementary,470402002155,Sumner County,Visual Arts,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,1020 Bison Trail,37066,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,['Elementary']
*REPOST* ESL Teacher-East High School,Morristown East High,470000101935,Hamblen County,English as a Second Language (ESL),School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High']
Special Education Teacher-Morristown-Hamblen High School East,Morristown East High,470000101935,Hamblen County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High']
*REPOST*Digital Media CTE Teacher-Morristown-East High School,Morristown East High,470000101935,Hamblen County,Career and Technical Education,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High']
2025-26 Physical Education Teacher-Morristown East High School,Morristown East High,470000101935,Hamblen County,Health & Physical Education,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High']
