school_x,nces_id,city,address,zip,district,grades,school_type,student_count,salary_link,school_type2
Willow Oaks Elementary,470014801184,Memphis,4417 Willow Rd,38117,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,648.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Winchester Elementary,470014801185,Memphis,3587 Boeingshire Dr,38116,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,422.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Wooddale High,470014801186,Memphis,5151 Scottsdale,38118,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,651.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Fox Meadows Elementary,470014801565,Memphis,2960 Emerald St,38115,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,506.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Barret's Chapel Elementary/Middle,470014801568,Arlington,10280 Godwin Rd,38002,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,365.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle']"
Bolton High,470014801571,Arlington,7323 Brunswick Rd,38002,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,710.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
E.E. Jeter Elementary/Middle (K-8) School,470014801577,Millington,7662 Benjestown Rd,38053,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,366.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle']"
Germantown Elementary,470014801581,Germantown,2730 Cross Country Dr,38138,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,625.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Germantown High,470014801582,Germantown,7653 Old Poplar Pike,38138,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,1806.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Germantown Middle,470014801583,Germantown,7925 CD Smith Rd,38138,Memphis-Shelby County Schools,"['6', '7', '8']",Public,734.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Lucy Elementary,470014801584,Millington,6269 Amherst Rd,38053,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,328.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Mt. Pisgah Middle/High,470014801590,Cordova,1444 Pisgah Rd,38016,Memphis-Shelby County Schools,"['6', '7', '8', '9']",Public,586.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Ross Elementary,470014801592,Memphis,4890 Ross Rd,38141,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,665.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Woodstock Middle School,470014801595,Millington,5885 Woodstock Cuba Rd,38053,Memphis-Shelby County Schools,"['6', '7', '8']",Public,229.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Germanshire Elementary,470014801597,Germantown,3965 South Germantown Rd,38125,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,764.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Getwell Elementary,470014801605,Memphis,2795 Getwell Road,38118,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,514.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Hickory Ridge Elementary,470014801606,Memphis,3890 Hickory Hill Rd,38115,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,670.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Hickory Ridge Middle,470014801615,Memphis,3920 Ridgeway Rd,38115,Memphis-Shelby County Schools,"['6', '7', '8']",Public,803.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Holmes Road Elementary,470014801616,Memphis,1083 E Holmes Rd,38116,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,713.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Ridgeway Middle,470014801625,Memphis,6333 Quince Rd,38119,Memphis-Shelby County Schools,"['6', '7', '8']",Public,620.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Robert R. Church Elementary,470014801626,Memphis,4100 Millbranch Rd,38116,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,645.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Winridge Elementary,470014801627,Memphis,3500 Ridgeway Rd,38115,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,486.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Southwest Career Technology Center,470014801853,Memphis,3746 Horn Lake Rd,38109,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,0.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Trezevant Career and Technology Center,470014801854,Memphis,3224 Range Line Rd,38127,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,0.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Crump Elementary,470014801857,Memphis,4405 Crump Rd,38141,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,595.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Kirby High,470014801859,Memphis,4080 Kirby Pkwy,38115,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,835.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Northaven Elementary,470014801860,Memphis,5157 N Circle Rd,38127,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,303.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle']"
Dexter School,470014801907,Cordova,7105 Dexter Rd,38016,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,1513.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle']"
Cordova Elementary,470014801911,Cordova,750 N Sanga Rd,38018,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,818.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Craigmont Middle,470014801927,Memphis,3455 Covington Pike,38128,Memphis-Shelby County Schools,"['6', '7', '8']",Public,485.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
KIPP Memphis Collegiate Middle,470014801928,Memphis,230 HENRY Ave,38107,Memphis-Shelby County Schools,"['6', '7', '8']",Public Charter,211.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
A. Maceo Walker Middle,470014801939,Memphis,1900 East Raines Rd,38116,Memphis-Shelby County Schools,"['6', '7', '8']",Public,729.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
White Station Middle,470014801960,Memphis,5465 Mason Rd,38120,Memphis-Shelby County Schools,"['6', '7', '8']",Public,1099.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Dunbar Elementary,470014801972,Memphis,2606 Select Ave,38114,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,201.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Middle College High,470014801974,Memphis,750 E Parkway S,38104,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,311.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
J. P. Freeman Elementary/Middle,470014801983,Memphis,5250 Tulane Rd,38109,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,548.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle']"
Chimneyrock Elementary School,470014802017,Cordova,8601 Chimneyrock Blvd,38016,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,884.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Southwind Elementary,470014802019,Memphis,8155 Meadow Vale Dr,38125,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,686.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Keystone Elementary,470014802025,Memphis,4301 Old Allen Rd,38128,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,526.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Sea Isle Elementary,470014802026,Memphis,5250 Sea Isle Rd,38117,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,492.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
American Way Middle,470014802040,Memphis,3805 American Way,38118,Memphis-Shelby County Schools,"['6', '7', '8']",Public,690.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Downtown Elementary,470014802041,Memphis,10 N 4th St,38103,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,718.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Lucie E. Campbell Elementary,470014802043,Memphis,3232 Birchfield Dr,38127,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,600.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Circles Of Success Learning Academy,470014802044,Memphis,867 South Parkway East,38106,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG']",Public Charter,217.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Memphis Academy Of Science Engineering Middle/High,470014802045,Memphis,1254 Jefferson Ave,38104,Memphis-Shelby County Schools,"['10', '11', '12', '6', '7', '8', '9']",Public Charter,593.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Middle', 'High']"
Kate Bond Elementary School,470014802079,Bartlett,2727 Kate Bond Rd,38133,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,770.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Cordova High School,470014802080,Cordova,1800 Berryhill Rd,38016,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,2110.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Hollis F. Price Middle College,470014802081,Memphis,807 Walker Ave,38126,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,79.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
City University School Of Liberal Arts,470014802083,Memphis,1475 E. Shelby Dr,38106,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public Charter,227.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Memphis Business Academy Middle,470014802084,Memphis,3306 Overton Crossing,38134,Memphis-Shelby County Schools,"['6', '7', '8']",Public Charter,390.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Promise Academy,470014802085,Memphis,1346 Bryan St,38108,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public Charter,304.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Southern Avenue Charter School Of Academic Excellence Creati,470014802086,Memphis,2221 Democrat Rd,38132,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG']",Public Charter,337.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Star Academy,470014802087,Memphis,3240 James Rd,38108,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', 'KG']",Public Charter,285.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Soulsville Charter School,470014802088,Memphis,1115 College St,38106,Memphis-Shelby County Schools,"['10', '11', '12', '6', '7', '8', '9']",Public Charter,651.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Middle', 'High']"
William Herbert Brewster Elementary School,470014802112,Memphis,2605 Sam Cooper Blvd,38112,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,479.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Kingsbury Middle,470014802126,Memphis,1276 N Graham St,38122,Memphis-Shelby County Schools,"['6', '7', '8']",Public,556.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Southwind High,470014802137,Memphis,7900 E Shelby Dr,38125,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,1507.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Oakhaven Middle,470014802148,Memphis,3125 Ladbrook Rd,38108,Memphis-Shelby County Schools,"['6', '7', '8']",Public,291.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Douglass High,470014802150,Memphis,3200 Mount Olive Rd,38108,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public,657.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Power Center Academy Middle,470014802171,Memphis,5449 WINCHESTER Rd,38115,Memphis-Shelby County Schools,"['6', '7', '8']",Public Charter,450.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Primary Prepatory,470014802172,Memphis,,,,,,,,
Early Childhood Programs,470014802177,Memphis,,,,,,,,
Memphis Business Academy High School,470014802178,Memphis,3306 Overton Crossing,38127,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public Charter,510.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Campus Kids Corner,470014802184,Memphis,,,,,,,,
Invictus Academy at Airways,470014802188,Memphis,2601 Ketchum,38118,Memphis-Shelby County Schools,"['10', '11', '12', '8', '9']",Public,175.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Highland Oaks Middle,470014802199,Memphis,5600 Meadowbriar TRL,38125,Memphis-Shelby County Schools,"['6', '7', '8']",Public,589.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Lowrance Elementary/Middle,470014802200,Memphis,7740 Lowrance Rd,38125,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,948.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle']"
Freedom Preparatory Academy Flagship,470014802208,Memphis,5132 Jonetta St,38109,Memphis-Shelby County Schools,"['10', '11', '12', '6', '7', '8', '9']",Public Charter,830.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Middle', 'High']"
Ridgeway Early Learning Center,470014802210,Memphis,,,,,,,,
Treadwell Middle School,470014802217,Memphis,920 N Highland St,38122,Memphis-Shelby County Schools,"['6', '7', '8']",Public,621.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Riverwood Elementary School,470014802236,Cordova,1330 Stern Ln,38016,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,943.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Memphis School of Excellence,470014802245,Memphis,4921 Winchester Rd,38118,Memphis-Shelby County Schools,"['10', '11', '12', '6', '7', '8', '9']",Public Charter,526.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Middle', 'High']"
Veritas College Preparatory,470014802248,Memphis,1500 Dunn Ave,38106,Memphis-Shelby County Schools,"['6', '7', '8']",Public Charter,144.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Memphis College Preparatory,470014802250,Memphis,1500 Dunn Ave,38106,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG']",Public Charter,256.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Power Center Academy High School,470014802270,Memphis,5390 Mendenhall Square Mall,38115,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public Charter,706.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Memphis Virtual School,470014802271,Memphis,3237 Knight Rd,38118,Memphis-Shelby County Schools,"['10', '11', '12', '4', '5', '6', '7', '8', '9']",Public,486.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,"['Elementary', 'Middle', 'High']"
Kate Bond Middle School,470014802272,Memphis,2737 Kate Bond Rd,38133,Memphis-Shelby County Schools,"['6', '7', '8']",Public,1009.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
KIPP Memphis Collegiate High School,470014802273,Memphis,2110 Howell Ave,38108,Memphis-Shelby County Schools,"['10', '11', '12', '9']",Public Charter,466.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['High']
Memphis Business Academy Elementary School,470014802274,Memphis,1082 Berclair,38127,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public Charter,271.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Grandview Heights Middle School,470014802287,Memphis,2342 Clifton Rd,38127,Memphis-Shelby County Schools,"['6', '7', '8']",Public,390.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
KIPP Memphis Collegiate Elementary,470014802296,Memphis,230 Henry Ave,38107,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG']",Public Charter,536.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Memphis Grizzlies Preparatory Charter School,470014802300,Memphis,168 Jefferson Ave,38103,Memphis-Shelby County Schools,"['5', '6', '7', '8']",Public Charter,347.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Nat Burning Orange Mound Day Nursery Learning Inc.,470014802316,Memphis,,,,,,,,
Arrow Academy of Excellence,470014802317,Memphis,645 Semmes St,38111,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG']",Public Charter,98.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Belle Forest Community School,470014802326,Memphis,3135 Ridgeway,38115,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1002.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
Bluebird Learning Center,470014802333,Memphis,,,,,,,,
Memphis Learning Academy,470014802335,Memphis,,,,,,,,
Kids School Early Childhood Development Center,470014802340,Memphis,,,,,,,,
Ernestine Rivers Child Care Center,470014802342,Memphis,,,,,,,,
Jessie Mahan Day Care Center,470014802348,Memphi,,,,,,,,
Hooks Dimmick Child Care Center,470014802350,Memphis,,,,,,,,
City University School Girls Preparatory,470014802352,Memphis,1475 East Shelby Dr,38116,Memphis-Shelby County Schools,"['6', '7', '8']",Public Charter,86.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Early Childhood Education,470014802354,Memphis,,,,,,,,
Horn Lake Road Learning Center,470014802358,Memphis,,,,,,,,
Maxine Smith STEAM Academy,470014802379,Memphis,750 E Parkway S,38104,Memphis-Shelby County Schools,"['6', '7', '8']",Public,364.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Middle']
Vision Preparatory Charter School,470014802390,Memphis,260 Joubert Ave,38109,Memphis-Shelby County Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public Charter,393.0,https://drive.google.com/file/d/18aiSDErNckscdPF6a5CdCDayEkkfBf94/view,['Elementary']
